case,mode,seed,best_step,node_table_bytes,decoder_trainable_bytes,mre_percent,p95_relative_percent,max_relative_percent,mae,normalized_mse,direction_half_difference_rmse,cycle_half_difference_rmse,prediction_cycle_max_abs,overprediction_fraction,underprediction_fraction,negative_prediction_fraction,high_asymmetry_mre_percent,short_quartile_mre_percent
tree127,B2,99,1336,32512,0,0.09950382986055337,0.3642082214355469,11.051762104034424,0.012910217966769371,9.145444622904207e-07,9.0438125366493e-05,0.00013276689139294934,0.0007696151733398438,0.4574428196475441,0.54143232095988,0.0,0.1902560155178167,0.29634778249801047
tree127,B2,1234,1500,32512,0,0.05938743026013525,0.2362716197967529,12.469685077667236,0.007390881557641007,4.672579046544818e-07,0.009428323229945329,0.014802272285141636,0.562352180480957,0.6125484314460692,0.3855143107111611,0.0,0.11861993528867804,0.18250369586851845
tree127,B4,42,1403,32512,0,0.09282237220920264,0.31437765468250617,34.18536186218262,0.011276468137341311,1.4000979550332393e-06,0.0006496721915239525,0.0009235711537180291,0.016770362854003906,0.6036120484939382,0.3952005999250094,0.0,0.1900963691978248,0.286202017839934
tree127,B4,99,1500,32512,0,0.12901795300890154,0.49613852126925556,15.61281681060791,0.017167060490832182,2.066406904246899e-06,0.016563001085845585,0.029188576071000935,0.6220359802246094,0.5896762904636921,0.4095738032745907,0.0,0.25300900358751655,0.38304093911614406
tree127,B4,1234,1496,32512,0,0.21574675832637802,0.7778411441379107,75.43730735778809,0.023861237219491165,6.8140007769373484e-06,0.008591216410446068,0.014876521605519095,0.40183448791503906,0.5663042119735033,0.43300837395325587,0.0,0.4410208581278456,0.6982196122910327
tree127,B8,42,1144,32512,0,0.14864809769522289,0.6005422274271642,43.504905700683594,0.017862719038906225,5.027500044329123e-06,0.03173795245412412,0.027964152929809194,0.2691664695739746,0.595925509311336,0.4032620922384702,0.0,0.28216736943053905,0.4724244704736114
tree127,B8,99,1379,32512,0,0.04654000588308911,0.11767950924960041,32.964444160461426,0.005049215929312433,1.7653464404829703e-06,0.002139610914686821,0.0036683426025563622,0.0615081787109375,0.48506436695413074,0.5098112735908011,0.0,0.10215709935078321,0.15082054971882738
tree127,B8,1234,1211,32512,0,0.15468506768724638,0.5432315458331188,30.99040985107422,0.018776593223510274,6.783919837741936e-06,0.03495944468033935,0.08046252307171421,1.5574984550476074,0.5339957505311836,0.46519185101862265,0.0,0.3197347697029308,0.4801785372398838
tree127,Shared-L1,42,1499,32512,0,1.106709689623195,3.5673012641760016,224.9748706817627,0.11548573605612865,8.083261117490322e-05,0.13264755100674597,0.20202191254826585,1.6704015731811523,0.5291838520184977,0.47075365579302586,0.0,2.583167449777986,3.5832480889087233
tree127,Shared-L1,99,1500,32512,0,1.0661427174168066,3.4672952139818998,243.89638900756836,0.11164349470268471,7.207961095951719e-05,0.1358129548107585,0.20780611222675582,1.2768874168395996,0.5269966254218222,0.4726909136357955,0.0,2.514901313477435,3.4597514692985234
tree127,Shared-L1,1234,1500,32512,0,0.8610667393944874,2.8669576840666355,261.214280128479,0.0845859575578532,5.2288991933961515e-05,0.11595226761361625,0.18190306452775176,1.5166542530059814,0.5421822272215973,0.45763029621297335,0.0,2.0579631253191626,2.882050189757995
tree127,MRN-L2,42,1500,32512,0,1.2766584175773072,6.147647965855958,219.9326753616333,0.1707446891327915,0.0001908906620257027,0.17863962091500737,0.3079235148925013,2.9287257194519043,0.4481939757530309,0.5516185476815398,0.0,2.4178709389325843,3.994920608586524
tree127,MRN-L2,99,1498,32512,0,1.382977080565052,6.716509289211663,210.66629886627197,0.19079071007703427,0.00022533745774568875,0.16574982635835436,0.30550080774909655,3.080699920654297,0.39870016247969003,0.6011748531433571,0.0,2.470675322204352,4.261658569270332
tree127,MRN-L2,1234,1235,32512,0,1.3322617077922123,6.531222661336225,220.41702270507812,0.18440589795573295,0.00019132514136160436,0.15392609048924447,0.3088077660776065,4.883975982666016,0.4630671166104237,0.536745406824147,0.0,2.492764091444297,4.074724361012784
tree127,IQE-maxmean,42,1499,32512,4,1.445865688715501,6.959971189498891,91.82449579238892,0.1460088079325215,0.00010230829178952509,0.08269438686514322,0.1447970285912556,0.8629660606384277,0.44431946006749157,0.555618047744032,0.0,2.9544615033213395,4.945502496742703
tree127,IQE-maxmean,99,1495,32512,4,1.4928100336707157,6.895701581781555,103.90400886535645,0.15465221181837802,0.0001062458334928243,0.08703147875390456,0.14331583046822388,0.773798942565918,0.39707536557930256,0.602862142232221,0.0,3.048714750655848,5.03371721291943
tree127,IQE-maxmean,1234,1494,32512,4,1.3344656052961998,6.490188945423469,126.8604040145874,0.13215784987216145,8.193564030884919e-05,0.07623889565190928,0.12667366693997034,0.6537728309631348,0.4188851393575803,0.5809273840769904,0.0,2.785568086561628,4.544381702671309
tree127,IQE-sum,42,1500,32512,0,0.4138173190931997,1.7413339614868149,72.66619205474854,0.04165388956440641,1.0806851664174288e-05,0.03632671354106856,0.06955513313436415,0.6237392425537109,0.4483814523184602,0.551368578927634,0.0,0.883112994977318,1.40597278534239
tree127,IQE-sum,99,1500,32512,0,0.4910347442428711,2.085438074765499,64.99332189559937,0.05072483802166541,1.560753703033677e-05,0.04616740220379465,0.06948791051475708,0.8487520217895508,0.5209348831396076,0.479002624671916,0.0,0.9892290963274493,1.6472264713650886
tree127,IQE-sum,1234,1500,32512,0,0.3992862719593394,1.7471654074532643,63.81111145019531,0.041115454116056535,1.0336971101539283e-05,0.039636728710746194,0.06682894864830605,0.6409621238708496,0.4180102487189101,0.5818022747156606,0.0,0.819923026615911,1.3480855123807203
cycle97,L1,42,1470,24832,0,190.52055891550154,869.4313583374022,4762.698745727539,24.0,0.32646119892234476,27.711309363988317,48.5,0.0,0.5,0.5,0.0,212.07160587796508,663.119197412106
cycle97,L1,99,1486,24832,0,190.51000059135444,869.3563079833984,4761.417770385742,24.0,0.32646114312178803,27.711309363988317,48.5,0.0,0.5,0.5,0.0,212.05984365896913,663.0763270103291
cycle97,L1,1234,1497,24832,0,190.512032180409,869.5162048339844,4760.687255859375,24.0,0.3264610925886019,27.711309363988317,48.5,0.0,0.5,0.5,0.0,212.06207165727542,663.0844343946915
cycle97,T1,42,1462,24832,0,190.51784710449977,869.2105827331542,4761.688232421875,23.999999989349,0.32646165165159124,27.71130935823864,48.500000074505856,9.5367431640625e-06,0.5,0.5,0.0,212.06853280817074,663.1082171399667
cycle97,T1,99,1488,24832,0,190.4968749900917,868.6382408142089,4762.713241577148,23.999999981565573,0.32646156423617734,27.71130935977334,48.499999959953165,7.62939453125e-06,0.5,0.5,0.0,212.0452201361876,663.022955625942
cycle97,T1,1234,1452,24832,0,190.52044823401772,869.0850830078125,4763.391876220703,24.000000015566847,0.3264618770625033,27.711309377083523,48.500000056810705,7.62939453125e-06,0.5,0.5,0.0,212.0714077348927,663.120388307696
cycle97,P64,42,412,24832,0,17.551994995838587,29.447825670242267,6821.409606933594,1.2912467739695228,0.011428906206045024,3.8675817899460827,6.403401320479768,48.955166816711426,0.7774914089347079,0.11447594501718213,0.0,19.466968868380086,65.2637647284668
cycle97,P64,99,366,24832,0,19.070496191670966,27.674392580985764,4815.65055847168,1.2852815138656146,0.011811660305052102,3.9408803712700475,7.031723818920715,49.163724422454834,0.8210910652920962,0.12242268041237113,0.0,21.171059025036453,71.55549610051402
cycle97,P64,1234,433,24832,0,18.00096987969734,31.4564142624537,5626.129913330078,1.364473194325554,0.011674374102962005,3.910401052425557,6.7387845733872975,49.25080347061157,0.8170103092783505,0.11587199312714777,0.0,19.95579177921255,66.73264332742109
cycle97,B2,42,1210,24832,0,133.32076895490914,555.8690261840816,8096.860504150391,18.545039408497793,0.22947891179512123,21.836458929722475,37.97144647462712,29.400903701782227,0.601159793814433,0.39884020618556704,0.0,147.48674458241916,452.9546243498258
cycle97,B2,99,1482,24832,0,133.56546323929038,536.4196313222249,8006.407928466797,18.427509118345185,0.22911407326207373,21.750748291671226,37.71676667646434,32.53464698791504,0.594823883161512,0.405176116838488,0.0,147.7664523144044,454.3703238131271
cycle97,B2,1234,1486,24832,0,135.04093874426613,564.3340447743726,8224.945831298828,18.405851712904845,0.2281711447513849,21.791696630764125,37.97916831966135,30.62803840637207,0.6098582474226805,0.3901417525773196,0.0,149.43252815689755,460.86958739447095
cycle97,B4,42,1463,24832,0,104.60833726969379,421.4761972427349,7376.03759765625,12.040933876973657,0.12874421568146363,15.673532528409883,27.065466376969738,39.73800086975098,0.6531357388316151,0.34686426116838487,0.0,115.82208539744126,369.4252663359292
cycle97,B4,99,1337,24832,0,106.04467573246987,397.3075031098865,8493.916320800781,11.877749652694591,0.1292561751496055,15.62986129346975,26.664148472164023,43.08654594421387,0.6490549828178694,0.35094501718213056,0.0,117.36634544032489,374.9584764934214
cycle97,B4,1234,1399,24832,0,101.79350742101869,415.06725788116336,8054.701232910156,11.698701980597376,0.12796238834772894,15.553244955650367,26.85709823369927,42.17376899719238,0.6379939862542955,0.36200601374570446,0.0,112.77695193781912,359.92483043199195
cycle97,B8,42,1477,24832,0,71.12054354006405,239.2583684921254,7224.678802490234,6.92810562683135,0.06535409550425927,10.496461707388292,17.763111108221345,47.24119186401367,0.716602233676976,0.28339776632302405,0.0,78.68306903930315,256.5521405398559
cycle97,B8,99,1207,24832,0,74.9618998660064,257.07300376892044,7796.788024902344,7.447261463428281,0.06800738629349938,10.882305128866781,18.81150389211606,47.43036079406738,0.7204682130584192,0.27953178694158076,0.0,82.91058109302969,269.78897721032854
cycle97,B8,1234,820,24832,0,72.03572298669809,245.14185190200791,7974.082946777344,6.9496970181817455,0.06477365196472983,10.477071578274566,17.852568618060115,47.38938617706299,0.7305627147766323,0.2694372852233677,0.0,79.74560389592824,260.7279851268062
cycle97,Shared-L1,42,1469,24832,0,95.5890660357768,322.6052799224848,8501.277923583984,11.148234029047678,0.15299142012959605,16.05290069693844,27.68264624556095,40.59604549407959,0.6999570446735395,0.30004295532646047,0.0,105.7237527798577,336.22308602506075
cycle97,Shared-L1,99,1500,24832,0,98.30668608297482,318.459463119506,8267.298126220703,11.46831685647727,0.15528155895478554,16.257552483212034,27.954728248365885,40.764230728149414,0.7155283505154639,0.28447164948453607,0.0,108.67181422453783,345.600364838371
cycle97,Shared-L1,1234,1448,24832,0,109.21488380850599,387.9914822945219,8529.30679321289,11.674223254841218,0.16146703212728594,16.806900636951486,29.087456237410287,41.03040027618408,0.6738616838487973,0.32613831615120276,0.0,120.96037361332634,390.59494609431005
cycle97,MRN-L2,42,1393,24832,0,39.59836857545035,78.66152971982874,7550.2349853515625,3.2713720766232184,0.03451785380040918,7.039695931866283,11.859877053640277,49.48109149932861,0.8480455326460481,0.15195446735395188,0.0,43.917289107547205,145.85101459081986
cycle97,MRN-L2,99,1159,24832,0,41.56606247494854,89.82955455780022,7710.448455810547,3.4725866458183505,0.03660116601048127,7.2994254882938785,12.33615161903046,50.30704212188721,0.8340850515463918,0.16591494845360824,0.0,46.0902357836249,153.0059833350266
cycle97,MRN-L2,1234,1007,24832,0,40.60029682321105,71.39374640113418,7798.148345947266,3.151451700203812,0.033504186883469476,6.934000422417239,11.85875675711239,49.89518356323242,0.8620060137457045,0.13799398625429554,0.0,45.05139339509047,150.5273764872089
cycle97,IQE-maxmean,42,1470,24832,4,29.845840956850388,39.057858467102044,6105.263900756836,1.812104466316831,0.009443878872743859,4.110859944894869,7.098275865706899,48.473145961761475,0.8548109965635738,0.14518900343642613,0.0,33.06522331116447,111.85979307810503
cycle97,IQE-maxmean,99,1479,24832,4,28.905055337002004,37.07768082618698,5311.403656005859,1.6943828695264878,0.00928501383806584,4.1110563088228576,6.633827756061911,48.44396638870239,0.853844501718213,0.14615549828178695,0.0,32.037241715983924,108.68260869930238
cycle97,IQE-maxmean,1234,1494,24832,4,28.369305999212852,37.2157511711116,5495.026397705078,1.6995373889547853,0.008851986925288425,4.006403865720313,6.844080687770829,48.39735007286072,0.8646907216494846,0.13530927835051546,0.0,31.42908278017863,106.36263068879184
cycle97,IQE-sum,42,1500,24832,0,94.27206865721357,381.6694011688228,4629.262924194336,9.069967820779565,0.07957684135728622,12.742375421512786,21.905956131230116,49.86884689331055,0.7515034364261168,0.24849656357388317,0.0,104.12922798441728,338.60008966427637
cycle97,IQE-sum,99,1248,24832,0,93.83368716467497,381.9154224395747,4888.489532470703,8.850295401418332,0.0797970419066667,12.833007339596762,22.004423813052366,50.91353702545166,0.7940292096219931,0.20597079037800686,0.0,103.7032521658968,341.32535526066766
cycle97,IQE-sum,1234,1491,24832,0,93.91543999381086,371.34789376031546,4596.213531494141,8.72612586033713,0.07797999852842247,12.68265225301343,21.70627391095672,50.68159484863281,0.7899484536082474,0.21005154639175258,0.0,103.82765339639049,341.2824394073969
grid12,L1,42,1496,36864,0,13.567033560971668,41.21190190315247,293.7632083892822,0.8355965754183671,0.013696962830997727,0.9831525652659238,1.4577379737113252,0.0,0.5605574980574981,0.43944250194250195,0.0,23.164552454219855,25.8974182818889
grid12,L1,99,1497,36864,0,13.567040418421772,41.336911718050644,294.07641887664795,0.8359854688872268,0.013699817320102099,0.9831525652659238,1.4577379737113252,0.0,0.5574009324009324,0.4425990675990676,0.0,23.155230951010115,25.877715293944465
grid12,L1,1234,1500,36864,0,13.572643969727629,41.51124954223638,294.34516429901123,0.8360751529789379,0.013700662994324283,0.9831525652659238,1.4577379737113252,0.0,0.5593919968919969,0.44060800310800313,0.0,23.157039927749516,25.904786440001853
grid12,T1,42,1491,36864,0,12.78876887814166,42.31321537494664,200.0694751739502,0.7239356396977429,0.01014074252979645,0.8274950959240925,1.457737973504312,2.384185791015625e-06,0.5600233100233101,0.43997668997669,0.0,20.280982801880924,26.71114636678685
grid12,T1,99,1500,36864,0,12.781677559146647,42.25260794162751,201.6496181488037,0.7234924949322796,0.010142633627539876,0.8274951032601153,1.4577379648344668,2.384185791015625e-06,0.5597804972804973,0.4402195027195027,0.0,20.277840019123502,26.68742006509408
grid12,T1,1234,1489,36864,0,12.780915351055672,42.212820649147034,199.4049072265625,0.7234833425753218,0.01014784673775938,0.8274951011551736,1.4577379869782254,2.1457672119140625e-06,0.5582264957264957,0.44177350427350426,0.0,20.268968357359924,26.689226905144864
grid12,P64,42,1467,36864,0,0.1959073372916561,0.6503467048917502,130.77669143676758,0.008888014089301658,3.240519463722234e-05,0.03572354535276272,0.0729565911575926,2.1906018257141113,0.5703671328671329,0.42599067599067597,0.0,0.26539986973371665,0.4818363105200259
grid12,P64,99,965,36864,0,0.19163827407097184,0.39039564132690474,95.87298631668091,0.00771226537672234,5.4767813552328253e-05,0.04658067397908833,0.07686977671189099,2.1799994707107544,0.4369172494172494,0.23742229992229993,0.0,0.26507875559231386,0.5085649341027654
grid12,P64,1234,1500,36864,0,0.19503336071301755,0.7607108354568484,30.144333839416504,0.009435622830583591,2.656436642761937e-05,0.03239904600356053,0.07560192583160259,2.6313869953155518,0.579496891996892,0.41545260295260295,0.0,0.2616602218115366,0.45499029731486584
grid12,B2,42,1407,36864,0,9.37717449131764,33.718976577123016,202.92859077453613,0.4869099317311013,0.005289041953278869,0.5505249487070754,0.9618777397306744,2.4358283281326294,0.5698815073815073,0.4301184926184926,0.0,14.330988488343738,21.378930402707937
grid12,B2,99,1167,36864,0,9.121449594017392,34.49872541427614,247.8848695755005,0.46021197547827847,0.005090986025600696,0.5501728384079337,0.9734704510846132,2.350173234939575,0.5687160062160063,0.4312839937839938,0.0,14.19023283442665,21.243209305781157
grid12,B2,1234,1279,36864,0,8.576843526575292,32.953958511352546,251.02527141571045,0.416704887528589,0.004834488968095093,0.5627899076685898,0.9990439470952006,2.4702818393707275,0.5557498057498057,0.4442016317016317,0.0,13.954735107945906,20.34190602441984
grid12,B4,42,1499,36864,0,4.803097584528541,21.95048189163209,256.79874420166016,0.19412356509125872,0.0017974410978960583,0.3143714860666495,0.5596889706452908,2.35736346244812,0.5702700077700078,0.4295843045843046,0.0,7.906554159555622,12.733292229229361
grid12,B4,99,1322,36864,0,4.315095524639996,20.304040312767032,270.44146060943604,0.16940946455555733,0.0015817613755729257,0.29652354786775953,0.5254233139447305,2.386232614517212,0.5994560994560995,0.4003010878010878,0.0,7.183139937921677,11.660051684574453
grid12,B4,1234,1378,36864,0,4.4299455519625255,20.553086201349902,286.01672649383545,0.17544026455169698,0.0016090951937766378,0.29924195811955656,0.5338213719122858,2.425838828086853,0.5657536907536908,0.4340034965034965,0.0,7.345482985613392,11.896822470339016
grid12,B8,42,1368,36864,0,1.6294624565272766,7.470274964968368,152.57799625396729,0.05836179580976542,0.000383330438323233,0.13487516138218958,0.2425701004459237,2.592716097831726,0.5542443667443667,0.44483294483294483,0.0,2.656537508201616,4.577625148908643
grid12,B8,99,1198,36864,0,1.8882941920882024,8.682610591252653,208.86170864105225,0.06626622754828636,0.00042315193459586275,0.13928959064436972,0.24390901242052337,2.374162435531616,0.4512432012432012,0.5481740481740481,0.0,3.0997573126306697,5.295860090056294
grid12,B8,1234,1477,36864,0,1.406662890020357,5.54092237582574,215.31367301940918,0.04663773117226598,0.0002509430587318455,0.10798899778123955,0.18118876914406906,2.851293623447418,0.7159576534576535,0.28336247086247085,0.0,2.343458775286579,4.044404623862681
grid12,Shared-L1,42,1500,36864,0,7.76546218695294,30.467993140220646,273.1506586074829,0.37962955965138767,0.004180644100828478,0.45339542085497875,0.7973883410262718,2.372023582458496,0.5397241647241647,0.4602272727272727,0.0,11.666817868972824,18.490403547229644
grid12,Shared-L1,99,1500,36864,0,6.680993967409661,28.122039635976154,303.38168144226074,0.3190281317448468,0.003300603476260616,0.40578123181334935,0.7186095364065684,2.247150182723999,0.5310800310800311,0.4688714063714064,0.0,10.197524311405521,16.310133943250964
grid12,Shared-L1,1234,1500,36864,0,7.838366299916035,30.97128403186799,231.61661624908447,0.3812264702496319,0.0041577544532202595,0.4557356644128725,0.806805676180445,2.35041081905365,0.5380730380730381,0.46187839937839936,0.0,11.8181172030531,18.704124586811314
grid12,MRN-L2,42,1489,36864,0,0.6571030418044909,2.0333814620971693,239.35422897338867,0.02925184653621824,0.00019258095661977865,0.08976779215649865,0.1381778388928114,2.9163107872009277,0.5793026418026418,0.42026029526029524,0.0,0.996150455485704,1.6587686386449432
grid12,MRN-L2,99,1490,36864,0,0.883230331926238,3.05541753768921,191.7862892150879,0.03894334392898543,0.00026610891621156417,0.1044280539599241,0.19050526619975403,2.463482916355133,0.572940947940948,0.4264763014763015,0.0,1.3558974329379154,2.239275978312765
grid12,MRN-L2,1234,1500,36864,0,0.4758370018929823,1.458330154418946,94.84405368566513,0.02102337838038397,0.00012383665177070286,0.07126482227013715,0.12081599412662827,2.431913137435913,0.5521076146076146,0.4467754467754468,0.0,0.6891331669277834,1.2211496496661107
grid12,IQE-maxmean,42,1440,36864,4,1.1584214503408339,3.4759974479675297,113.43326568603516,0.055612912585361114,9.651130783019596e-05,0.05445617327764065,0.10169119445173726,2.1379973888397217,0.5764374514374514,0.42336829836829837,0.0,1.5842357893908179,2.7661820878851615
grid12,IQE-maxmean,99,1500,36864,4,1.980995931152567,4.3901574611663925,128.27129364013672,0.0759225283006225,0.00026152537601339287,0.0947983563755353,0.16626157097607147,2.5931012630462646,0.5777972027972028,0.422008547008547,0.0,2.852209496605359,5.204536627269187
grid12,IQE-maxmean,1234,1413,36864,4,1.1777742191074323,3.8254201412200937,99.30428266525269,0.05519701289801794,9.805602944523202e-05,0.05593379894587451,0.10262808299452997,2.1514796018600464,0.5816822066822067,0.41807498057498055,0.0,1.59962072257082,2.879007156223071
grid12,IQE-sum,42,1459,36864,0,9.08087509854064,31.393601894378687,207.22880363464355,0.4465361159141432,0.004244411922119637,0.34392424592383425,0.6078122023468723,2.086784839630127,0.5296717171717171,0.4703282828282828,0.0,12.06130229562474,21.78412025792008
grid12,IQE-sum,99,1494,36864,0,9.149886518586758,31.694266796112064,224.39532279968262,0.4480901169587034,0.004304418244175542,0.3566563090303067,0.6340459859082408,2.2980265617370605,0.5264180264180264,0.47358197358197357,0.0,12.293947658647106,21.97313976219965
grid12,IQE-sum,1234,1482,36864,0,9.091187122267138,31.118569970130928,210.0487232208252,0.44524069207415806,0.0042218276435211,0.3452812647291414,0.6089452369416148,2.1402344703674316,0.5283605283605284,0.4716394716394716,0.0,12.180479882640215,21.836864359077364
cube6_cycle3,L1,42,366,49152,0,8.344251236116822,16.66668256123861,50.00048875808716,0.3350787328500918,0.010362413194480252,0.4093156080773207,0.7322109071162488,0.0,0.33513307155322863,0.33507853403141363,0.0,14.43452576192579,8.214313406940727
cube6_cycle3,L1,99,381,49152,0,8.344242446430119,16.666666666666664,50.000154972076416,0.3350785659336815,0.010362413194449418,0.4093156080773207,0.7322109071162488,0.0,0.33507853403141363,0.33507853403141363,0.0,14.434524248625156,8.214289762877993
cube6_cycle3,L1,1234,375,49152,0,8.344245333516168,16.666674613952637,50.00019073486328,0.3350786236529263,0.010362413194456242,0.4093156080773207,0.7322109071162488,0.0,0.33507853403141363,0.33507853403141363,0.0,14.434524795592383,8.21429685068627
cube6_cycle3,T1,42,378,49152,0,8.344244832248995,16.666674613952637,50.000131130218506,0.3350786066518196,0.010362413194854413,0.4093156080852625,0.7322109071162488,5.960464477539063e-08,0.33507853403141363,0.33507853403141363,0.0,14.434524743236285,8.214296822598767
cube6_cycle3,T1,99,381,49152,0,8.34424234586307,16.666666666666664,50.00014305114746,0.33507856847572076,0.010362413189220496,0.40931560797407773,0.7322109068777616,1.1920928955078125e-07,0.33507853403141363,0.33507853403141363,0.0,14.434524105674534,8.214288464052574
cube6_cycle3,T1,1234,402,49152,0,8.34424267873059,16.666666666666664,50.000035762786865,0.33507857611809205,0.010362413194447907,0.4093156080773207,0.7322109071162488,1.1920928955078125e-07,0.33507853403141363,0.33507853403141363,0.0,14.4345238292097,8.214290500248946
cube6_cycle3,P64,42,1073,49152,0,4.4166561739043555,14.337117501667556,36.23053431510925,0.16764484005728264,0.005412442661968509,0.1745784280099532,0.30620091266682387,2.496447801589966,0.7695244328097731,0.22954842931937172,0.0,4.001163557004282,5.867214485234211
cube6_cycle3,P64,99,787,49152,0,4.926170033377896,16.372172832489014,37.62778043746948,0.18649774195746655,0.006405261234041547,0.18153974884211238,0.3456712347726285,2.9494876861572266,0.7668248254799301,0.2325752617801047,0.0,4.664481008750578,6.554569474288396
cube6_cycle3,P64,1234,793,49152,0,4.803595149510806,15.92885315418241,38.573527336120605,0.1826344002379563,0.006316938391003698,0.18160492749680002,0.3245502327477699,2.4646801948547363,0.7721422338568935,0.2275305410122164,0.0,4.466006291990794,6.3644101764888505
cube6_cycle3,B2,42,536,49152,0,4.340501883415711e-06,1.1920928955078125e-05,7.152557373046875e-05,1.6977051581803833e-07,4.207180524503296e-15,1.0094182003997229e-07,1.6963881555522384e-07,1.5000003576278687,0.0,0.0,0.0,4.346640139975875e-06,4.897574110636636e-06
cube6_cycle3,B2,99,603,49152,0,3.655030512308467e-06,1.1920928955078125e-05,3.5762786865234375e-05,1.4506852543582882e-07,3.940633561447698e-15,1.177694784204487e-07,1.9476892198875264e-07,1.5000005960464478,0.0,0.0,0.0,2.6107583411786922e-06,5.032098482525539e-06
cube6_cycle3,B2,1234,597,49152,0,5.258663808933906e-06,1.5894571940104164e-05,5.9604644775390625e-05,2.0695352897594111e-07,6.490080603080785e-15,1.7541513766760673e-07,3.0554194242880606e-07,1.5000005960464478,0.0,0.0,0.0,4.475423819804318e-06,6.073849305273994e-06
cube6_cycle3,B4,42,444,49152,0,5.539658063072066e-06,1.1920928955078125e-05,5.9604644775390625e-05,2.0497548434538783e-07,5.319626414554772e-15,1.2970380025414509e-07,2.1608690798580953e-07,1.5000005960464478,0.0,0.0,0.0,4.5288886342729835e-06,7.381692292198302e-06
cube6_cycle3,B4,99,579,49152,0,5.818237519210724e-06,1.5894571940104164e-05,0.0004410743713378906,2.1892094279250965e-07,6.968401896575955e-15,1.8381349207922526e-07,3.1098993056613254e-07,1.500001072883606,0.0,0.0,0.0,4.8459817965825404e-06,7.5555391727931914e-06
cube6_cycle3,B4,1234,390,49152,0,5.368586652229168e-06,1.1920928955078125e-05,5.9604644775390625e-05,2.070299201818869e-07,5.0929380612969866e-15,1.0325328631863329e-07,1.762194227191226e-07,1.5000002980232239,0.0,0.0,0.0,4.825803140799204e-06,5.957951384877401e-06
cube6_cycle3,B8,42,560,49152,0,0.29757766602137514,1.630743900934855,17.786216735839844,0.009877578808843154,0.0001516086423171434,0.03472007927386229,0.06262632353242449,1.5485608577728271,0.31211823734729494,0.01387979930191972,0.0,0.30726333262113037,0.5192130706494763
cube6_cycle3,B8,99,928,49152,0,0.011977945150014796,0.06182730197906491,3.284543752670288,0.0002967690915701485,3.134081443095587e-07,0.0015408144230081406,0.0030622233184507595,1.501416563987732,0.34282286212914487,0.08862347294938917,0.0,0.009163681333933872,0.026507059348717565
